TR1_x,MOS1_x,D1_x,L1_x,C1_x,PWM1_x,OPTO1_x,ATX_CONN_x,TR1_y,MOS1_y,D1_y,L1_y,C1_y,PWM1_y,OPTO1_y,ATX_CONN_y,cost
4,5,1,6,2,7,2,0,5,1,6,8,9,3,7,2,36.077246286245504
1,4,2,2,2,8,6,2,6,8,0,1,8,6,5,6,27.246904022227053
8,4,5,9,9,0,5,6,3,1,5,9,1,1,7,7,37.745761204024106
6,2,8,2,9,5,6,8,4,9,1,0,9,7,5,9,37.256233051669184
4,3,7,0,8,9,6,5,1,4,5,9,8,8,4,6,35.32519269515171
5,2,3,8,9,5,5,2,2,0,6,4,9,1,4,1,36.07083441320291
4,7,9,3,2,3,8,0,4,7,1,4,1,8,2,9,39.23542246680657
0,8,0,0,3,9,7,2,8,3,7,5,4,6,8,7,33.555713419988386
4,1,6,2,1,1,2,5,1,7,7,4,5,3,8,4,29.756258136242383
7,1,0,1,5,8,0,2,8,5,6,8,3,0,3,9,37.466271656761386
6,3,7,1,3,7,9,2,3,4,4,8,0,8,3,0,32.261763309092366
6,9,9,5,8,4,4,7,4,6,3,7,2,3,7,6,31.02617023006824
9,8,4,3,4,7,3,1,5,7,1,1,6,5,6,2,32.23143087531354
7,1,7,9,3,4,8,8,5,5,7,6,0,4,3,5,36.47609126502408
4,6,7,6,0,7,5,4,5,6,6,4,4,3,0,7,28.799082333707
6,9,8,1,9,2,8,0,3,2,3,9,5,9,0,6,46.27234027042103
1,5,1,8,8,3,2,5,5,8,0,3,6,4,5,6,33.43898744662252
3,3,0,8,8,2,4,0,8,0,0,1,6,4,0,4,36.87423936911506
1,4,1,8,0,8,2,9,6,1,1,6,0,9,1,6,50.46259222687037
3,4,6,0,4,3,4,7,9,5,8,4,7,1,9,6,32.15112377654259
4,1,6,4,4,8,7,5,6,3,8,7,8,3,6,8,29.241079602602078
1,3,0,3,5,9,4,2,7,9,6,7,7,1,5,1,37.56909806600209
1,7,3,2,9,8,3,7,8,9,1,6,7,9,0,4,40.56359101233689
6,5,0,9,4,8,5,5,4,2,5,9,3,7,3,7,40.87736222216893
7,8,1,2,2,1,3,1,8,1,6,0,8,2,7,0,49.542907396221935
6,2,8,4,6,4,5,3,7,8,6,1,4,8,9,9,28.491203958240185
5,9,7,3,8,0,2,1,8,4,7,5,7,5,7,0,42.84801664574053
4,3,8,5,0,7,2,5,3,1,7,1,9,9,1,8,48.97168733446724
3,0,4,6,4,9,4,8,5,3,4,9,5,6,8,3,37.740682163348644
1,2,3,2,9,2,9,5,9,1,4,4,1,8,6,9,43.43416595411998
9,4,7,2,1,2,0,1,9,9,3,0,9,7,5,0,38.66878210415751
2,7,7,4,1,8,6,5,8,6,5,8,3,6,6,8,22.29787754168543
1,4,6,7,4,8,5,0,9,2,8,7,1,6,2,5,34.97088059123207
7,6,9,3,5,0,8,0,5,3,8,6,2,3,3,9,43.770940744158516
4,1,4,0,4,4,4,0,5,5,8,9,0,7,4,7,31.851839963467828
9,7,1,5,9,1,5,8,7,8,0,0,2,6,1,4,42.153806587676385
3,0,5,9,8,6,0,3,9,5,2,5,0,6,1,8,41.980932593190815
2,1,4,3,0,4,5,5,4,2,9,8,4,8,1,7,40.59350276178475
9,9,1,1,5,0,0,5,1,7,1,2,9,2,3,7,41.79519972441134
1,4,2,0,4,9,6,3,3,3,4,6,2,5,3,4,22.74938844092892
4,7,1,5,5,8,2,9,4,4,7,9,5,7,0,6,33.49930717688348
2,9,6,4,5,8,1,3,8,3,5,3,8,4,8,4,34.493289331990205
3,4,1,2,9,5,6,0,7,0,8,7,5,9,9,5,46.48468619186238
1,0,6,5,1,5,2,8,5,2,7,5,2,4,7,2,34.924526851900474
0,9,9,6,7,4,9,7,7,7,9,6,3,5,5,6,30.137449148341023
4,3,1,6,9,9,2,2,0,8,6,4,6,0,8,4,44.32280431467911
9,3,5,1,2,7,2,0,8,9,0,4,5,6,7,2,35.051402889850365
4,1,8,0,2,1,8,3,4,2,5,7,5,7,6,7,37.255677039474
6,3,5,6,4,9,8,5,7,1,2,5,6,6,1,7,29.947954859859788
9,3,5,5,0,9,1,2,0,9,5,8,9,6,3,7,40.8921071958577
3,3,5,2,2,4,6,1,0,4,6,6,4,6,8,7,21.05388534523665
1,1,0,5,9,6,0,6,5,6,2,2,8,7,7,6,42.701559730280835
0,6,1,7,5,5,5,2,4,4,9,8,7,8,1,6,33.96268283186455
8,1,0,9,3,9,7,0,6,2,5,4,8,7,4,1,47.329564343799525
7,5,9,4,5,0,4,4,7,0,5,6,4,8,2,5,38.00488721932797
7,4,9,5,8,1,1,2,5,0,1,0,6,8,2,7,40.28145566513955
6,5,9,8,1,5,2,1,4,7,3,9,5,0,9,6,35.9205846596806
8,5,6,0,4,3,4,9,1,4,6,2,1,9,4,8,33.54298021328927
8,0,9,3,4,4,0,4,3,5,7,6,2,8,9,4,37.67969248350798
0,3,4,7,5,0,3,9,6,0,4,9,1,5,1,4,35.716318973425295
9,9,9,8,7,0,5,5,7,6,5,6,8,5,5,7,38.525798357283655
2,7,8,6,9,7,5,3,7,3,2,4,1,8,1,8,34.214077497799494
5,4,7,0,9,2,5,6,4,5,7,2,9,9,9,6,43.83754631142073
0,8,3,8,6,1,6,3,4,7,6,2,9,1,3,1,48.46593162555975
9,6,6,3,5,1,8,8,4,8,5,6,5,5,8,6,28.338317224972077
3,7,4,6,0,5,2,6,6,7,7,4,8,7,1,9,31.47775301004461
6,6,0,9,8,5,9,1,6,3,9,9,1,9,7,5,44.20847820154396
0,6,8,2,5,3,2,1,9,8,3,7,3,5,4,0,34.21204024607484
3,7,7,2,8,9,0,6,9,7,3,7,1,5,0,8,41.65813653169899
7,1,4,1,8,7,0,5,6,6,8,9,0,7,4,6,38.51645145855622
8,1,4,5,5,3,3,1,7,2,9,6,2,7,4,5,36.00717454445036
1,7,4,4,5,4,0,2,7,3,5,7,7,9,2,8,34.01499731648786
4,3,9,4,2,4,7,4,0,5,5,4,9,7,4,6,29.60336223285209
4,0,9,2,0,5,8,7,3,3,4,9,4,8,6,9,47.36772253663528
2,2,8,6,2,7,0,5,5,9,5,7,8,6,1,3,39.332845669864454
4,4,1,5,7,0,5,5,3,9,3,7,9,8,0,8,37.86871349802943
1,8,8,0,9,4,0,4,4,8,1,7,8,2,9,8,51.72420845126894
4,3,2,4,3,9,8,5,1,1,8,0,9,7,0,1,60.833437458705546
3,1,3,8,3,7,9,9,7,7,1,9,9,4,0,6,50.238371533621155
1,3,9,0,6,4,2,8,7,9,7,4,9,7,5,7,31.916998579808205
8,4,8,5,8,4,1,5,4,4,3,4,8,7,2,8,25.99792484542247
7,1,4,7,8,3,4,4,7,6,1,5,2,1,8,5,36.07012925737334
8,1,9,9,5,3,5,7,7,4,3,2,2,6,8,9,34.526264830156165
6,3,7,5,4,5,6,6,4,4,4,2,5,5,9,6,22.147975155220223
0,5,7,0,3,4,0,6,6,2,4,3,4,5,5,6,30.168400046328834
5,8,3,8,4,1,2,7,8,3,9,7,1,3,5,9,43.858869213692984
6,3,9,1,5,8,7,1,7,4,9,0,4,5,4,7,39.02336606077847
2,5,9,9,8,7,5,8,1,6,4,3,1,3,9,4,25.774972093387294
8,4,2,5,7,2,7,5,8,0,1,5,3,5,5,3,32.05532235534063
4,9,2,6,6,0,5,9,4,0,1,6,7,8,0,6,45.712669386403356
0,5,7,9,1,9,8,8,8,8,4,5,1,1,1,2,37.748367265341074
8,9,9,1,4,5,2,5,1,7,3,6,7,1,9,7,38.501295973040584
8,0,9,0,0,5,2,3,6,6,4,9,3,6,4,9,45.385194670254364
5,7,9,9,3,2,0,9,8,3,5,2,4,1,8,0,37.70664199426039
2,5,5,3,2,4,3,0,8,1,5,4,6,3,5,2,25.92660816186256
7,7,6,3,9,1,8,8,3,7,3,6,1,2,9,1,34.06592986648244
1,9,5,1,5,4,0,6,7,5,6,8,7,8,0,6,38.858302711440544
5,4,6,3,6,0,5,2,5,1,4,1,7,4,0,9,30.279722475653195
0,8,2,0,9,4,9,2,2,2,7,0,3,5,6,6,46.03670421833309
8,2,1,0,3,6,4,5,2,5,2,7,4,5,9,0,31.15693024360065
0,0,0,8,9,1,5,1,5,7,2,6,8,0,3,6,46.94681868468282
1,7,6,9,4,7,2,8,1,7,8,0,7,4,5,5,35.908409065182234
9,7,9,8,1,6,4,4,1,7,3,2,1,4,2,5,29.736799347599124
7,8,9,2,6,2,0,0,9,8,4,5,5,9,6,3,46.34163336370822
2,6,0,7,5,9,7,7,0,5,9,7,3,6,3,9,35.659197869148514
4,5,2,5,8,1,8,8,8,5,4,7,7,5,4,2,27.865781934439045
1,1,4,5,7,8,8,6,3,8,2,4,6,1,2,8,35.25846045268181
3,3,8,2,8,0,5,3,0,5,9,9,8,8,8,8,34.9990050924035
2,2,2,8,6,4,6,6,5,1,9,9,3,0,4,8,33.776054401667835
6,7,2,0,4,4,9,1,7,5,4,1,8,3,9,0,41.07766237862336
2,6,9,3,1,4,9,3,7,6,3,5,3,2,2,7,31.178303232378525
2,5,1,4,1,7,7,9,4,0,8,8,9,3,4,7,33.8815650948752
2,5,0,4,7,9,7,3,1,4,6,1,6,2,4,8,30.684378919944127
1,9,5,7,1,4,8,6,1,9,3,6,4,4,5,4,43.41684841799384
5,0,7,9,3,6,1,8,1,1,3,7,9,4,7,9,39.80126487701845
9,9,9,1,5,5,7,8,6,8,1,3,9,7,9,0,44.55861978152078
6,0,9,0,1,7,5,5,6,3,2,5,4,4,5,3,41.464895704614236
4,0,7,8,5,5,5,9,7,5,4,8,6,2,5,8,33.21374213390512
3,4,1,5,6,4,5,7,5,1,6,9,3,7,5,5,30.470617722732307
5,1,9,8,4,8,6,1,0,3,4,8,8,2,9,1,44.24402345693551
9,4,5,5,2,1,9,1,6,2,8,6,6,4,9,5,33.09194381332615
3,0,8,4,7,0,3,9,7,3,2,0,3,4,0,7,30.479007223129003
7,8,9,8,6,6,5,6,6,8,3,9,9,4,4,5,32.07374403233224
5,5,5,2,3,9,1,7,3,8,1,5,8,2,8,8,39.63446189119776
5,9,5,3,4,0,9,7,1,3,8,7,9,7,7,9,37.30077792533748
2,8,8,5,2,5,4,4,0,7,0,7,1,1,9,0,44.27903960154146
9,6,7,8,5,9,8,5,7,3,4,4,3,8,9,0,23.577177352134868
9,5,1,9,8,3,0,1,0,9,1,1,6,9,7,5,42.968692057562635
1,6,6,6,2,2,4,2,1,9,6,7,5,1,5,6,33.01695214305484
4,1,4,5,5,1,4,9,7,2,6,1,7,8,0,0,41.316558641018744
8,5,2,0,6,0,9,1,0,1,0,5,4,9,5,2,40.6683236077486
3,8,5,2,5,2,2,0,9,3,1,9,9,7,8,9,38.790476814282236
0,1,4,5,9,2,7,9,8,4,1,2,8,1,3,2,30.31667451347455
9,7,6,1,1,3,7,5,5,8,7,8,5,5,3,0,29.132599854643868
7,1,1,8,9,8,8,4,9,8,5,9,8,6,3,5,38.0681544323311
2,3,6,1,0,1,8,9,7,4,6,7,7,5,7,6,31.6803593170473
4,4,8,3,4,9,2,0,7,0,0,1,9,8,5,8,43.116367527494525
0,4,3,8,6,8,8,0,0,6,5,0,8,2,5,3,37.57761413907922
1,5,3,3,9,0,3,4,7,1,7,9,0,6,1,0,39.31093248509101
3,2,9,9,6,4,4,0,5,6,3,4,9,3,6,6,39.13230500468029
6,4,7,9,3,1,2,1,6,3,4,0,1,1,7,2,26.890863817046217
8,2,6,8,4,4,1,3,5,4,4,4,9,1,6,1,32.69655104076156
8,8,7,1,3,3,9,7,7,0,7,1,0,6,5,9,48.51582979225474
0,5,9,2,4,5,3,6,8,0,0,5,2,7,0,6,41.286829860918644
2,8,3,3,8,8,2,5,4,1,5,9,4,2,8,0,37.518285712207685
1,6,8,9,5,0,1,0,1,8,0,2,5,2,3,6,41.6513382437373
0,0,9,3,9,1,7,6,9,6,1,0,8,0,9,4,47.60227674357616
9,7,7,4,7,2,8,4,6,3,9,5,7,7,5,2,34.69185740369631
6,2,0,4,0,6,3,6,4,5,6,2,7,8,6,6,29.54139568197465
7,7,7,5,8,3,5,8,7,6,5,5,3,9,7,6,32.924315411554204
5,3,2,1,7,9,0,3,4,6,7,8,4,6,3,5,30.79298978865353
8,6,3,9,4,2,9,5,2,8,6,2,9,6,3,7,36.43239470457564
7,9,8,1,1,0,5,5,5,9,0,1,0,0,1,5,50.29688285920609
3,1,9,9,7,2,4,8,4,5,5,7,5,4,1,2,29.43938473871537
8,8,7,3,2,1,2,7,9,8,4,1,7,0,6,6,53.272348343051945
0,5,9,2,0,9,5,9,9,7,9,7,7,5,1,4,39.0945827747078
1,5,1,9,0,9,2,4,3,4,5,7,9,6,5,3,38.87773224220436
8,8,7,2,3,4,6,0,4,0,5,0,4,7,5,4,34.70313374545529
5,0,9,4,3,6,0,6,8,2,0,6,7,6,4,5,41.87116371592471
5,6,5,5,8,7,4,1,8,6,2,4,3,4,1,0,31.846197848331094
2,3,2,1,9,1,0,5,1,1,5,2,3,1,0,9,39.38247526859181
1,9,5,9,0,3,2,1,2,7,1,1,2,1,1,0,43.0229085530151
6,3,1,5,3,9,7,9,3,0,6,8,7,2,4,0,37.44596113892037
8,1,3,2,9,1,5,2,0,2,4,8,3,1,3,6,32.12831579777636
9,9,8,3,4,3,0,4,4,6,4,6,5,8,4,2,36.472499663173785
1,1,5,9,0,5,1,4,0,7,0,6,1,9,9,5,41.00237225502631
7,7,8,3,2,5,7,2,5,4,3,9,0,6,7,6,41.149466006112405
2,6,0,9,3,4,3,7,5,5,6,2,1,5,0,6,36.874239070739186
2,8,7,7,5,1,4,3,4,4,9,6,1,5,2,8,37.61012323466237
7,6,0,2,4,6,1,2,3,7,4,5,9,9,9,8,26.22339877939714
4,5,5,0,5,5,5,4,5,2,9,7,6,3,7,8,26.255987240172164
5,5,2,9,9,7,5,1,9,3,5,3,9,9,8,6,39.1283569008599
2,5,8,7,4,7,3,2,9,1,7,9,1,6,4,5,37.541223589814585
0,0,5,7,2,5,8,3,7,5,9,8,4,7,3,9,41.002484771044486
9,4,3,8,3,4,0,1,1,0,8,4,6,4,6,5,35.469583731961144
7,8,9,5,4,4,4,9,6,2,7,1,7,3,2,2,33.1511830077086
5,1,5,7,2,6,0,5,0,0,8,5,5,8,6,6,40.88861419142132
2,9,4,9,0,0,1,2,5,0,5,9,8,2,2,1,49.31487502669627
8,3,5,5,6,1,6,0,2,1,5,1,5,7,8,8,37.269156121337964
6,2,1,1,0,0,3,8,6,8,3,4,8,0,7,5,37.0517348397297
5,8,6,1,3,0,5,9,6,4,8,0,9,3,1,5,43.43565599090726
8,6,2,0,4,8,8,9,2,3,8,9,4,5,6,4,30.69293540162431
5,5,4,0,9,6,2,0,3,4,7,7,8,3,1,6,43.68265054214896
1,3,4,9,5,0,3,0,3,9,3,4,7,3,8,4,37.54899640174546
0,2,3,6,7,9,7,8,3,5,7,5,6,2,7,9,29.261916392212594
4,1,1,0,0,4,4,6,3,9,0,9,0,0,7,9,56.71669621128583
2,0,6,1,4,2,7,1,1,5,5,4,0,4,3,0,30.672012731956816
0,1,7,8,4,9,1,3,1,3,9,4,0,7,2,1,42.78600210517209
6,0,7,2,9,1,4,3,6,0,6,0,0,4,7,4,47.41905800388858
0,0,6,7,5,9,7,8,4,9,8,3,1,5,7,2,37.90506364675989
5,8,2,5,2,6,7,4,5,8,5,6,9,5,5,2,29.80612510725133
7,6,9,2,5,2,5,2,8,5,4,5,7,0,8,9,32.951654785767836
5,2,8,0,1,0,8,3,8,9,8,8,9,4,2,5,38.59055524545459
5,8,3,5,1,3,8,1,5,6,9,6,3,0,1,4,31.31928384598781
3,4,8,3,0,4,1,4,6,3,1,0,0,1,1,7,27.939217739619128
1,5,0,4,6,3,6,9,6,6,9,5,5,4,9,7,28.335132042091356
9,0,5,0,7,8,6,9,9,7,5,4,6,1,9,5,46.127128865508446
7,8,1,1,6,3,5,8,4,1,3,7,5,9,4,7,36.79937421349599
3,0,9,8,1,2,4,6,9,2,0,7,8,7,9,8,44.30715712344478
0,9,8,2,4,9,2,3,4,1,7,7,2,5,1,7,42.80477785177238
7,0,2,0,5,1,9,0,3,6,6,4,9,2,9,7,38.880142126686636
7,8,8,6,0,6,1,4,5,5,1,7,4,8,1,5,47.922495714602505
7,8,2,0,1,7,5,4,6,3,1,2,9,8,8,7,29.434167097120216
1,9,1,0,4,5,8,4,2,6,8,3,2,0,0,9,44.73423216421005
8,4,5,7,3,7,3,2,0,2,3,3,7,7,1,6,24.62243240137976
8,1,2,2,7,1,6,3,8,2,8,1,8,9,5,4,47.24108197371498
5,0,7,8,9,4,1,9,6,3,9,6,8,7,6,0,37.59753852663254
8,2,5,6,7,4,9,4,1,0,4,4,5,8,5,7,35.33393557504843
8,6,8,9,2,5,7,8,7,9,9,9,7,1,5,8,31.93426629344218
9,4,9,3,5,9,5,8,1,4,8,5,3,3,4,6,32.86249088201373
4,9,3,2,3,8,5,7,4,6,9,4,5,8,3,9,32.301493280578484
8,1,9,2,5,6,4,7,2,4,5,7,3,7,9,8,41.52723275418186
5,4,1,1,8,0,3,7,2,9,4,6,6,1,4,7,36.17861975022203
8,4,9,3,0,7,1,6,9,8,6,4,6,9,7,6,32.489978839292384
5,1,0,1,1,8,2,6,1,5,0,4,8,4,1,3,38.7803135778035
0,0,1,9,4,3,9,4,9,0,5,4,6,9,9,8,48.462360929219756
5,2,8,2,3,9,2,9,3,0,9,6,8,0,1,9,41.576401646864696
4,1,3,7,3,1,6,9,7,1,6,9,4,0,9,6,39.686815956611916
7,3,1,7,2,9,0,4,3,1,6,7,6,6,8,3,41.27401641334439
7,8,5,7,9,7,3,2,6,5,0,8,6,9,5,1,47.81817493897271
9,2,5,6,3,3,9,0,6,6,5,4,4,6,7,9,28.325174863240193
3,6,5,7,1,4,3,5,1,9,5,6,6,5,4,4,31.783183484502445
9,3,6,0,1,1,8,4,8,0,5,3,2,9,0,1,46.804661916915066
8,4,6,2,1,1,0,2,4,2,4,8,3,9,9,4,30.46605217452498
8,3,3,1,1,2,1,8,7,0,9,1,4,8,7,5,47.80308680508409
8,3,5,4,0,8,2,9,2,0,2,8,8,0,0,5,35.366634936624415
9,7,1,2,0,0,7,7,4,3,3,9,1,4,8,6,48.762454063447805
8,6,7,5,9,4,8,2,8,8,8,9,6,8,7,0,30.736213563724952
3,9,4,9,6,4,0,7,1,5,1,6,6,5,5,3,38.13335869802158
0,7,2,6,2,3,4,6,3,9,4,3,0,7,7,7,38.38124842922893
7,3,2,0,2,4,0,7,5,7,6,3,1,5,5,6,24.902684250260577
9,5,8,0,1,5,4,2,4,8,7,7,5,3,8,0,31.60549907151839
1,8,0,8,8,0,6,9,2,4,0,3,5,7,5,7,42.317286778150134
5,5,5,8,1,7,8,8,9,4,0,9,7,6,0,1,40.10111210724144
2,5,4,1,6,6,0,4,6,7,2,9,4,3,0,0,37.166450183100935
6,3,2,8,4,0,2,4,9,6,6,9,3,1,0,7,30.426802484825917
1,1,5,5,4,8,5,8,3,7,9,7,9,8,5,2,33.39083912026984
9,4,0,7,5,4,9,4,8,9,6,4,8,7,4,1,35.954550227893456
2,3,2,8,5,6,9,4,8,7,1,8,6,6,5,1,43.629444482316856
9,1,0,6,2,5,1,3,7,5,6,6,6,5,4,7,26.16081231391388
7,9,6,3,3,2,2,5,6,3,6,4,9,5,9,9,32.300491524466814
1,1,2,6,1,0,0,4,1,0,8,7,2,0,2,5,39.28055762834457
5,1,2,5,0,9,6,1,9,0,4,1,9,0,7,4,47.274522391060586
9,9,1,4,1,2,9,4,4,8,9,2,7,8,3,0,46.107752973206075
6,2,7,8,4,6,4,2,5,7,5,4,6,3,5,0,30.014475271430012
1,9,2,4,5,3,6,1,0,1,1,5,9,7,6,8,40.71912809883604
9,3,0,2,3,1,0,7,4,7,5,6,5,0,4,7,31.449742543489872
6,5,5,2,2,7,8,7,5,6,9,0,4,5,9,4,39.17069679594536
0,5,5,0,7,2,8,8,5,9,5,1,8,5,4,6,36.467943981300685
8,9,3,0,9,4,4,0,9,9,6,7,8,8,5,6,51.24596104576672
9,7,7,9,5,3,4,0,1,6,9,3,9,7,4,3,34.18526189291201
9,6,0,3,3,3,0,0,4,4,8,0,7,6,6,1,37.47590420244021
4,8,0,4,0,9,8,4,8,6,8,9,7,3,8,1,34.02804908687381
3,8,2,3,5,1,4,4,6,5,8,0,3,2,2,4,35.71294657187277
6,2,1,4,8,1,1,3,3,5,4,8,1,2,0,1,27.171623291879676
4,1,5,8,7,9,1,2,2,7,1,8,8,4,5,6,42.11622265578893
3,4,9,1,2,2,8,7,8,0,1,2,5,8,3,5,44.554850565231405
0,6,1,6,9,9,3,8,5,6,8,3,7,1,7,7,35.45898741880749
6,5,0,7,0,5,5,5,5,3,0,3,9,0,5,7,38.26045876381877
1,1,8,2,7,8,0,3,2,9,8,7,8,5,5,4,44.89221451572168
8,4,1,4,4,2,5,1,6,0,0,2,6,4,6,8,30.24120140376638
5,7,4,0,4,2,2,9,1,4,6,0,5,1,8,9,38.323687764093705
1,1,4,5,2,3,1,0,5,1,5,1,9,9,3,4,37.47829340600552
4,8,8,8,1,0,5,0,8,1,9,4,6,4,4,2,44.12380722520908
1,9,1,0,5,8,4,9,1,0,7,7,6,1,2,8,34.328378369889954
3,5,2,1,7,8,8,9,1,2,9,0,3,3,4,3,34.91419848860536
7,3,6,9,3,4,2,9,8,0,3,6,8,5,6,4,38.288133876650356
4,9,6,9,0,6,3,2,3,1,4,7,1,9,4,9,45.03584938865289
2,1,2,0,3,1,0,1,9,3,0,1,4,9,3,0,29.685284642234407
5,2,5,6,8,7,6,7,3,1,5,6,4,3,5,7,25.734971250410627
4,0,0,0,7,4,4,4,6,4,6,0,8,3,2,4,29.918217185107842
2,0,8,9,5,3,3,7,6,7,1,7,4,7,4,6,36.48217290975772
4,7,0,7,3,8,1,5,2,3,3,6,8,2,4,8,30.933754837882304
4,4,4,0,9,3,4,8,1,8,6,1,1,4,3,9,35.62243338264719
9,2,8,2,5,6,5,7,8,7,0,0,8,9,0,3,47.022575555165666
2,4,4,9,6,9,5,6,1,6,4,3,9,9,1,7,33.13602670322786
9,3,0,5,3,3,8,1,3,5,5,7,8,6,0,1,32.94064650432872
9,3,0,7,8,1,3,1,2,6,3,6,1,8,5,0,33.68493773392048
4,9,1,9,3,5,9,9,0,6,4,7,1,3,1,8,48.48434423630788
3,7,8,0,3,5,1,9,0,4,2,7,6,1,8,3,38.02635338014357
9,0,5,7,2,1,0,0,4,6,5,8,0,9,4,2,33.31246953374836
4,0,3,2,1,5,1,7,7,7,9,0,3,4,2,6,36.32625129902722
0,5,8,1,3,2,1,4,2,0,2,2,1,6,6,8,35.85632413276989
8,9,5,2,8,3,9,4,8,9,7,9,9,7,7,5,42.46908809760483
4,3,3,4,8,1,1,0,9,0,6,6,7,9,2,3,44.52171948454458
8,8,6,2,8,8,0,9,1,7,9,0,2,3,8,8,42.19369499806842
1,8,1,1,4,8,2,6,3,8,5,4,5,2,0,7,39.05485305197265
3,8,9,1,8,5,2,5,1,2,7,6,1,7,4,0,37.87300946651401
0,0,5,9,1,7,5,9,0,1,2,1,3,8,0,0,57.975766892976495
2,5,1,4,4,2,9,7,5,6,8,4,2,9,8,4,28.964162756480672
7,1,2,8,0,6,0,0,8,2,4,9,5,7,8,0,42.83455771108952
9,0,3,5,1,8,8,6,0,4,6,5,5,4,2,6,38.2900097235939
9,3,2,8,5,0,4,9,1,6,4,3,5,5,2,6,30.607005508567326
0,0,0,6,9,7,5,1,8,7,6,9,8,9,0,0,55.81261862253565
4,1,4,1,8,4,2,7,0,6,8,8,0,4,8,7,33.898693411752525
3,3,1,4,2,2,9,2,8,6,6,3,1,6,4,8,33.49913622676694
9,6,2,3,2,8,3,4,4,4,0,6,5,6,1,4,27.355683462690124
1,0,4,2,5,0,6,5,7,6,6,5,4,2,3,5,34.919039831129965
8,4,0,7,4,4,8,8,2,3,1,6,6,4,9,8,31.458086246010705
0,1,3,8,2,5,7,0,3,5,8,8,4,2,9,5,36.911860329982304
0,5,8,9,1,1,1,7,4,3,4,5,6,1,9,8,35.041576894701954
8,9,3,1,7,2,5,0,0,3,9,3,3,6,3,6,41.83175260456046
0,1,8,5,1,8,8,0,1,9,7,6,7,6,8,0,41.78637880454405
0,9,5,1,2,8,3,5,0,1,6,8,9,0,6,7,35.19925704974683
7,4,1,0,3,5,5,0,4,9,6,9,6,9,2,1,30.898327635623513
4,1,8,4,8,6,7,0,9,1,9,1,4,8,5,9,55.12659443123391
2,9,8,1,7,5,1,0,6,9,2,3,4,5,4,4,45.71986414892805
2,8,0,3,6,8,1,0,8,6,5,7,6,1,2,3,41.34769896887502
0,3,6,9,0,2,1,3,8,5,6,1,6,7,5,1,28.496975985752304
4,5,6,8,6,1,7,9,5,0,8,2,9,7,6,3,46.29655665666944
8,4,1,4,0,7,5,3,4,0,3,8,8,3,4,7,28.856813896819876
8,2,0,3,9,0,5,0,8,6,3,5,1,1,7,9,42.288432608225314
0,5,9,4,9,0,4,2,8,9,1,4,2,7,9,6,39.6555860283951
9,9,6,8,9,1,4,8,9,6,4,9,7,8,2,5,32.700855884112926
9,9,2,9,4,8,9,3,6,3,5,1,0,4,9,1,29.56000934145151
4,6,9,0,9,8,2,1,2,6,8,6,0,7,6,7,40.833010866437014
3,8,8,3,9,3,2,0,4,3,9,5,5,8,8,4,42.14833522145904
0,2,9,5,8,6,5,2,5,9,6,0,2,9,8,6,34.55798538002804
4,8,9,5,1,0,7,1,1,6,6,6,3,8,6,2,29.694654661411594
3,5,5,4,4,8,3,4,8,9,1,3,6,2,9,8,37.69136114446774
4,0,7,0,8,9,0,6,0,2,3,0,6,6,1,8,45.089819837148596
3,1,9,0,1,8,9,1,1,3,5,0,6,0,4,4,42.518933919797355
9,5,7,2,3,2,5,4,1,0,6,8,9,0,3,4,28.93176756742486
0,7,9,2,9,5,8,2,7,7,4,6,2,0,1,9,44.959646745082765
9,4,6,8,1,7,1,5,1,0,8,4,3,3,2,5,36.443042750790376
5,1,8,1,9,0,1,6,6,7,1,1,2,6,3,3,32.44670725419378
8,2,7,9,8,4,9,2,5,7,8,5,4,4,0,9,37.573917770120715
5,2,4,0,6,4,3,3,0,6,8,1,4,0,7,4,35.72828121226788
1,7,1,7,8,2,0,1,6,8,2,7,2,1,2,7,49.62963603821641
9,2,3,8,2,8,7,7,8,1,4,6,9,5,9,3,45.73414176292388
6,8,1,2,5,0,3,7,3,3,8,8,6,5,9,9,42.492255487264984
8,7,0,7,6,2,5,2,6,7,6,3,8,0,0,1,54.03250054400858
3,5,1,5,5,4,9,1,5,2,6,0,8,6,2,8,34.86120128264294
2,9,5,6,9,8,8,3,1,2,9,7,0,9,4,6,42.54227003007282
9,8,8,0,0,3,6,4,9,4,0,5,9,8,9,8,35.89775237617372
4,4,5,8,1,4,7,8,2,9,9,8,1,5,8,7,34.36632913081795
0,1,8,7,7,8,0,7,7,5,6,6,3,2,9,4,37.4669123316884
9,7,9,7,8,9,6,2,1,7,8,6,2,9,8,5,26.049356792178855
8,3,0,5,0,5,4,5,9,7,8,8,6,0,0,6,33.918797425126044
6,5,9,0,2,8,5,4,9,7,0,1,4,2,5,4,38.31828359983973
2,6,9,5,4,8,4,1,8,7,6,9,2,9,6,5,27.299311215033363
4,5,8,5,2,2,9,3,1,2,5,6,9,6,3,5,40.28798382224419
8,5,3,1,6,5,7,4,9,1,8,8,5,0,8,6,33.916071368953524
8,0,5,4,3,3,9,8,5,9,7,4,0,4,1,9,48.1342835729035
1,7,0,8,9,4,1,3,1,9,3,5,3,0,5,6,53.43527881308507
4,5,5,3,5,3,7,1,1,4,5,1,9,6,8,3,28.282083891908563
6,5,0,4,1,1,5,7,7,0,9,2,4,0,2,6,41.074330278059776
